month,sido,product,avg_price
2025-07-01,강원,일반휘발유,"1,678.62"
2025-07-01,경기,일반휘발유,"1,671.41"
2025-07-01,경남,일반휘발유,"1,657.59"
2025-07-01,경북,일반휘발유,"1,657.44"
2025-07-01,광주,일반휘발유,"1,652.25"
2025-07-01,대구,일반휘발유,"1,639.76"
2025-07-01,대전,일반휘발유,"1,657.53"
2025-07-01,부산,일반휘발유,"1,657.40"
2025-07-01,서울,일반휘발유,"1,738.73"
2025-07-01,세종,일반휘발유,"1,650.41"
2025-07-01,울산,일반휘발유,"1,639.48"
2025-07-01,인천,일반휘발유,"1,669.38"
2025-07-01,전남,일반휘발유,"1,665.53"
2025-07-01,전북,일반휘발유,"1,653.38"
2025-07-01,제주,일반휘발유,"1,719.25"
2025-07-01,충남,일반휘발유,"1,671.34"
2025-07-01,충북,일반휘발유,"1,669.19"
2025-08-01,강원,일반휘발유,"1,681.61"
2025-08-01,경기,일반휘발유,"1,665.91"
2025-08-01,경남,일반휘발유,"1,656.91"
2025-08-01,경북,일반휘발유,"1,657.77"
2025-08-01,광주,일반휘발유,"1,649.31"
2025-08-01,대구,일반휘발유,"1,636.54"
2025-08-01,대전,일반휘발유,"1,649.00"
2025-08-01,부산,일반휘발유,"1,656.78"
2025-08-01,서울,일반휘발유,"1,732.10"
2025-08-01,세종,일반휘발유,"1,651.62"
2025-08-01,울산,일반휘발유,"1,636.21"
2025-08-01,인천,일반휘발유,"1,657.73"
2025-08-01,전남,일반휘발유,"1,670.16"
2025-08-01,전북,일반휘발유,"1,655.80"
2025-08-01,제주,일반휘발유,"1,710.69"
2025-08-01,충남,일반휘발유,"1,671.29"
2025-08-01,충북,일반휘발유,"1,669.24"
2025-09-01,강원,일반휘발유,"1,678.08"
2025-09-01,경기,일반휘발유,"1,656.65"
2025-09-01,경남,일반휘발유,"1,652.67"
2025-09-01,경북,일반휘발유,"1,653.81"
2025-09-01,광주,일반휘발유,"1,644.20"
2025-09-01,대구,일반휘발유,"1,629.10"
2025-09-01,대전,일반휘발유,"1,639.02"
2025-09-01,부산,일반휘발유,"1,646.20"
2025-09-01,서울,일반휘발유,"1,720.79"
2025-09-01,세종,일반휘발유,"1,646.50"
2025-09-01,울산,일반휘발유,"1,632.10"
2025-09-01,인천,일반휘발유,"1,649.41"
2025-09-01,전남,일반휘발유,"1,665.56"
2025-09-01,전북,일반휘발유,"1,652.91"
2025-09-01,제주,일반휘발유,"1,710.16"
2025-09-01,충남,일반휘발유,"1,666.43"
2025-09-01,충북,일반휘발유,"1,664.61"
2025-10-01,강원,일반휘발유,"1,680.35"
2025-10-01,경기,일반휘발유,"1,660.18"
2025-10-01,경남,일반휘발유,"1,653.46"
2025-10-01,경북,일반휘발유,"1,657.66"
2025-10-01,광주,일반휘발유,"1,649.03"
2025-10-01,대구,일반휘발유,"1,634.28"
2025-10-01,대전,일반휘발유,"1,645.97"
2025-10-01,부산,일반휘발유,"1,644.12"
2025-10-01,서울,일반휘발유,"1,724.34"
2025-10-01,세종,일반휘발유,"1,649.90"
2025-10-01,울산,일반휘발유,"1,634.64"
2025-10-01,인천,일반휘발유,"1,654.84"
2025-10-01,전남,일반휘발유,"1,668.80"
2025-10-01,전북,일반휘발유,"1,657.11"
2025-10-01,제주,일반휘발유,"1,722.44"
2025-10-01,충남,일반휘발유,"1,669.57"
2025-10-01,충북,일반휘발유,"1,667.03"
2025-11-01,강원,일반휘발유,"1,727.87"
2025-11-01,경기,일반휘발유,"1,720.71"
2025-11-01,경남,일반휘발유,"1,701.12"
2025-11-01,경북,일반휘발유,"1,709.62"
2025-11-01,광주,일반휘발유,"1,705.19"
2025-11-01,대구,일반휘발유,"1,692.43"
2025-11-01,대전,일반휘발유,"1,714.98"
2025-11-01,부산,일반휘발유,"1,695.59"
2025-11-01,서울,일반휘발유,"1,787.66"
2025-11-01,세종,일반휘발유,"1,712.44"
2025-11-01,울산,일반휘발유,"1,696.24"
2025-11-01,인천,일반휘발유,"1,720.95"
2025-11-01,전남,일반휘발유,"1,719.19"
2025-11-01,전북,일반휘발유,"1,708.53"
2025-11-01,제주,일반휘발유,"1,776.07"
2025-11-01,충남,일반휘발유,"1,721.92"
2025-11-01,충북,일반휘발유,"1,721.81"
2025-12-01,강원,일반휘발유,"1,755.38"
2025-12-01,경기,일반휘발유,"1,737.33"
2025-12-01,경남,일반휘발유,"1,729.61"
2025-12-01,경북,일반휘발유,"1,735.21"
2025-12-01,광주,일반휘발유,"1,725.66"
2025-12-01,대구,일반휘발유,"1,711.93"
2025-12-01,대전,일반휘발유,"1,723.04"
2025-12-01,부산,일반휘발유,"1,718.55"
2025-12-01,서울,일반휘발유,"1,802.43"
2025-12-01,세종,일반휘발유,"1,733.24"
2025-12-01,울산,일반휘발유,"1,720.33"
2025-12-01,인천,일반휘발유,"1,734.33"
2025-12-01,전남,일반휘발유,"1,748.41"
2025-12-01,전북,일반휘발유,"1,731.96"
2025-12-01,제주,일반휘발유,"1,789.54"
2025-12-01,충남,일반휘발유,"1,744.67"
2025-12-01,충북,일반휘발유,"1,745.66"
2026-01-01,강원,일반휘발유,"1,726.51"
2026-01-01,경기,일반휘발유,"1,697.26"
2026-01-01,경남,일반휘발유,"1,698.44"
2026-01-01,경북,일반휘발유,"1,698.74"
2026-01-01,광주,일반휘발유,"1,685.16"
2026-01-01,대구,일반휘발유,"1,666.71"
2026-01-01,대전,일반휘발유,"1,685.11"
2026-01-01,부산,일반휘발유,"1,684.25"
2026-01-01,서울,일반휘발유,"1,762.97"
2026-01-01,세종,일반휘발유,"1,698.08"
2026-01-01,울산,일반휘발유,"1,685.71"
2026-01-01,인천,일반휘발유,"1,693.34"
2026-01-01,전남,일반휘발유,"1,720.66"
2026-01-01,전북,일반휘발유,"1,697.88"
2026-01-01,제주,일반휘발유,"1,737.52"
2026-01-01,충남,일반휘발유,"1,709.30"
2026-01-01,충북,일반휘발유,"1,714.58"
2026-02-01,강원,일반휘발유,"1,707.69"
2026-02-01,경기,일반휘발유,"1,685.24"
2026-02-01,경남,일반휘발유,"1,681.24"
2026-02-01,경북,일반휘발유,"1,680.69"
2026-02-01,광주,일반휘발유,"1,671.82"
2026-02-01,대구,일반휘발유,"1,649.13"
2026-02-01,대전,일반휘발유,"1,672.97"
2026-02-01,부산,일반휘발유,"1,665.76"
2026-02-01,서울,일반휘발유,"1,750.00"
2026-02-01,세종,일반휘발유,"1,685.47"
2026-02-01,울산,일반휘발유,"1,658.60"
2026-02-01,인천,일반휘발유,"1,682.78"
2026-02-01,전남,일반휘발유,"1,703.00"
2026-02-01,전북,일반휘발유,"1,683.90"
2026-02-01,제주,일반휘발유,"1,700.27"
2026-02-01,충남,일반휘발유,"1,693.85"
2026-02-01,충북,일반휘발유,"1,700.44"
2026-03-01,강원,일반휘발유,"1,832.96"
2026-03-01,경기,일반휘발유,"1,839.97"
2026-03-01,경남,일반휘발유,"1,830.39"
2026-03-01,경북,일반휘발유,"1,834.47"
2026-03-01,광주,일반휘발유,"1,820.63"
2026-03-01,대구,일반휘발유,"1,827.81"
2026-03-01,대전,일반휘발유,"1,829.27"
2026-03-01,부산,일반휘발유,"1,815.54"
2026-03-01,서울,일반휘발유,"1,875.86"
2026-03-01,세종,일반휘발유,"1,831.50"
2026-03-01,울산,일반휘발유,"1,821.89"
2026-03-01,인천,일반휘발유,"1,830.22"
2026-03-01,전남,일반휘발유,"1,825.70"
2026-03-01,전북,일반휘발유,"1,833.00"
2026-03-01,제주,일반휘발유,"1,841.14"
2026-03-01,충남,일반휘발유,"1,848.83"
2026-03-01,충북,일반휘발유,"1,845.14"
2026-04-01,강원,일반휘발유,"1,987.58"
2026-04-01,경기,일반휘발유,"1,990.77"
2026-04-01,경남,일반휘발유,"1,981.46"
2026-04-01,경북,일반휘발유,"1,981.00"
2026-04-01,광주,일반휘발유,"1,974.58"
2026-04-01,대구,일반휘발유,"1,974.66"
2026-04-01,대전,일반휘발유,"1,976.87"
2026-04-01,부산,일반휘발유,"1,972.63"
2026-04-01,서울,일반휘발유,"2,021.65"
2026-04-01,세종,일반휘발유,"1,978.83"
2026-04-01,울산,일반휘발유,"1,973.79"
2026-04-01,인천,일반휘발유,"1,985.22"
2026-04-01,전남,일반휘발유,"1,980.27"
2026-04-01,전북,일반휘발유,"1,975.47"
2026-04-01,제주,일반휘발유,"2,020.92"
2026-04-01,충남,일반휘발유,"1,988.68"
2026-04-01,충북,일반휘발유,"1,993.17"
2026-05-01,강원,일반휘발유,"2,019.54"
2026-05-01,경기,일반휘발유,"2,011.97"
2026-05-01,경남,일반휘발유,"2,003.78"
2026-05-01,경북,일반휘발유,"2,004.96"
2026-05-01,광주,일반휘발유,"2,001.84"
2026-05-01,대구,일반휘발유,"1,994.70"
2026-05-01,대전,일반휘발유,"2,000.91"
2026-05-01,부산,일반휘발유,"1,997.94"
2026-05-01,서울,일반휘발유,"2,051.09"
2026-05-01,세종,일반휘발유,"2,006.24"
2026-05-01,울산,일반휘발유,"1,998.40"
2026-05-01,인천,일반휘발유,"2,009.38"
2026-05-01,전남,일반휘발유,"2,014.96"
2026-05-01,전북,일반휘발유,"2,006.48"
2026-05-01,제주,일반휘발유,"2,028.19"
2026-05-01,충남,일반휘발유,"2,015.17"
2026-05-01,충북,일반휘발유,"2,016.02"
2026-06-01,강원,일반휘발유,"2,017.76"
2026-06-01,경기,일반휘발유,"2,008.05"
2026-06-01,경남,일반휘발유,"2,001.67"
2026-06-01,경북,일반휘발유,"2,003.26"
2026-06-01,광주,일반휘발유,"1,998.29"
2026-06-01,대구,일반휘발유,"1,989.17"
2026-06-01,대전,일반휘발유,"1,996.01"
2026-06-01,부산,일반휘발유,"1,994.08"
2026-06-01,서울,일반휘발유,"2,050.18"
2026-06-01,세종,일반휘발유,"2,004.81"
2026-06-01,울산,일반휘발유,"1,991.84"
2026-06-01,인천,일반휘발유,"2,005.61"
2026-06-01,전남,일반휘발유,"2,013.78"
2026-06-01,전북,일반휘발유,"2,005.46"
2026-06-01,제주,일반휘발유,"2,026.83"
2026-06-01,충남,일반휘발유,"2,013.41"
2026-06-01,충북,일반휘발유,"2,014.75"
